Gene,T-Value for Class EPD
HG3236-HT3413_f_at,6.58938352486
D38145_at,6.58611624525
Z80783_at,6.58107212127
HG4102-HT4372_at,6.57215437206
D80004_at,6.5682554919
X76180_at,6.5668117135
Z83804_at,6.56680372383
D21267_at,6.54744602167
X66417_at,6.53873324455
U72517_at,6.53515737266
X15376_at,6.53418265166
X99720_rna1_at,6.53265129906
L28957_at,6.52996956092
M63589_at,6.52684790359
U31120_rna1_at,6.52368752208
D25539_at,6.51320538932
U07802_at,6.50883732342
X82279_s_at,6.50690144966
L04270_at,6.50512045268
Z56281_at,6.50503689513
D59253_at,6.49437668057
X78549_at,6.49143720664
U79267_at,6.48250528218
M91368_s_at,6.48189293196
X99393_s_at,6.48176614208
Z30644_at,6.48091626006
AC002450_at,6.47807648508
Y13115_at,6.47736601363
U43431_at,6.47581278662
U53786_at,6.47399218155
D83195_at,6.44256145316
D14659_at,6.43314381749
Y08765_s_at,6.43292743825
X84746_at,6.43070970821
U31929_s_at,6.43003068827
U39576_at,6.4225745317
M81830_at,6.42128345771
Z14244_at,6.42051304235
Z84497_s_at,6.4176497663
M89957_at,6.41758139505
S69965_at,6.4149988861
S77576_at,6.41480816551
M13994_s_at,6.39857759716
X73608_at,6.39614531685
D63506_at,6.38403073176
U96114_at,6.36869677906
L06633_at,6.36454135145
X95826_at,6.36277820965
U29700_at,6.36165719898
D38293_at,6.35671696517
D55640_at,6.35049200002
U07664_at,6.34894755269
U41898_at,6.34890890851
U38980_at,6.34872560192
L15344_at,6.3475637876
M92424_at,6.33217596685
U32376_at,6.33168191323
U10492_at,6.32812101694
L16896_at,6.32299851157
Z25884_at,6.31962705738
M64269_s_at,6.31530806114
D63477_at,6.31110937524
X66403_at,6.31050579583
X82324_at,6.30497664705
U52111_rna3_at,6.30213866741
D17570_s_at,6.30202484033
X99226_at,6.30034440097
U09411_at,6.28699327721
D63851_at,6.28424231839
X99961_at,6.28418172307
X96849_at,6.28061597802
U96781_cds1_at,6.27876312503
Y09305_at,6.27745372892
HG3162-HT3339_at,6.27574612451
HG3231-HT3408_at,6.27571525701
X76770_at,6.27079095096
S82024_at,6.2660760494
M20471_at,6.26599983458
U11821_s_at,6.26006957508
D31846_at,6.24852420588
M64930_at,6.23798295498
X55666_at,6.23061689567
D50855_s_at,6.22468180182
D87443_at,6.22457930021
Z68204_at,6.2236353379
U62801_at,6.22160035856
U59058_s_at,6.21572814111
X81333_at,6.21462704956
X55019_s_at,6.20286890045
D14043_at,6.20067600652
D49487_s_at,6.20028347894
X12901_at,6.19748321435
U82532_at,6.18615246361
S76992_at,6.18518698408
U13044_at,6.18361748689
U85245_at,6.18353408318
L07540_at,6.16780831913
S83366_cds1_at,6.16052599534
L13972_at,6.16026677415
L15440_at,6.16024229257
X14085_s_at,6.15870952933
U49957_s_at,6.15348106226
X16666_s_at,6.15248039793
J04088_at,6.15122119116
M18391_s_at,6.14716024189
U37519_at,6.1363635586
U16282_at,6.12693944494
U57341_r_at,6.12344501465
U06631_at,6.1203017271
X15187_at,6.11945606911
X57348_s_at,6.11782612581
X07695_at,6.11376933532
L07765_at,6.11328552863
M10901_at,6.0967936644
M90820_at,6.09333474474
L07738_at,6.09247609161
U81984_at,6.09121832131
U43408_at,6.09046084249
U32986_s_at,6.08966663581
L40933_at,6.08103293916
M14218_at,6.07784471044
X97230_f_at,6.07668426905
D16481_at,6.07531848952
U19345_at,6.07354770575
U03486_at,6.07237344677
U67092_s_at,6.07201908918
U11313_at,6.07116388086
M74524_at,6.06062453273
HG4258-HT4528_at,6.05904882435
HG2157-HT2227_at,6.05564510531
L31860_at,6.05366201264
M75110_at,6.04155787946
L00389_f_at,6.03464859913
X74039_at,6.02953651999
U50315_at,6.02867613172
D16469_at,6.02655544779
HG358-HT358_at,6.02358961786
M23323_s_at,6.01886175115
AB000464_at,6.01318599657
M76665_at,6.01181352945
X68985_s_at,6.00964871072
U09477_at,6.00881248811
U19948_at,6.00728486594
U22314_s_at,6.00272012592
X07732_at,5.98782330331
Z21507_at,5.98654116293
U15641_s_at,5.98041458116
J00129_at,5.97627335029
U50743_at,5.97299367151
M85247_at,5.96620907103
U13022_at,5.96105896693
X78678_at,5.96089360101
M99436_at,5.95692052366
U16031_at,5.95159953193
U43083_at,5.94725488973
M29927_at,5.94125279323
L27071_at,5.94118217909
M13058_s_at,5.93837716349
U04313_at,5.93691222145
U02019_at,5.93078501215
Z30643_at,5.92854730364
L09190_rna1_at,5.92655357976
U39905_at,5.92125410835
X73501_at,5.92092881841
M21985_at,5.9202649593
X80923_at,5.91975887214
D56495_at,5.91872272285
M37457_at,5.90976076684
HG732-HT732_at,5.90939457689
U30185_at,5.90675867476
M13903_at,5.9039193787
U49248_at,5.89898016173
U60269_cds2_at,5.89375111856
L05424_cds2_at,5.89292677579
M86383_s_at,5.89084649869
D13900_at,5.88580154287
Z11559_at,5.88534201958
X13956_at,5.88122817831
M63967_at,5.88024624467
X75308_at,5.87985359117
HG270-HT270_at,5.87935996472
X96969_at,5.87801797411
U73167_cds4_at,5.87717152619
U96915_at,5.87515549192
D38122_at,5.87385710662
HG4109-HT4379_at,5.87148508684
U20998_at,5.86971274349
D50927_at,5.86236108376
U82979_at,5.86173984459
Y10936_at,5.84455965281
K03218_at,5.8423131001
S80905_f_at,5.83746274058
Y10207_at,5.83565190025
U04241_at,5.83408284428
U53204_at,5.8287078934
M83308_at,5.82392835222
U03905_at,5.81745196963
X53416_at,5.81715608015
U09303_at,5.81237043333
X54673_at,5.81081269379
X61373_at,5.80125442422
L20861_at,5.79809829138
M19720_rna1_at,5.79391614527
M55682_s_at,5.79357551265
M30607_s_at,5.79279022134
X14850_at,5.79244790546
U18671_rna1_at,5.792143593
M26901_s_at,5.78819116851
L27586_at,5.78500603942
L10910_at,5.78271686038
U56244_at,5.77404577151
U51241_at,5.77200782586
HG627-HT5098_s_at,5.77063353195
U85611_at,5.76945302499
U38480_at,5.76895196558
S83362_s_at,5.76764991768
X72755_at,5.76593189726
X63422_at,5.75915147164
U78793_at,5.75796624148
U31383_at,5.75732430669
Z79693_s_at,5.75655412672
L38810_at,5.75470569591
J03077_s_at,5.74780026748
D14658_at,5.74729544709
Y08766_s_at,5.74722801945
X74328_rna1_at,5.74248404468
U79262_at,5.73532331046
D89077_at,5.73196511454
M27968_s_at,5.72468000758
J03890_rna1_at,5.72067458922
M30135_at,5.71958282163
U35246_at,5.7167161779
HG862-HT862_s_at,5.71604719323
U72206_at,5.71579994317
D80007_at,5.71329645967
L03411_s_at,5.70252921133
D15057_at,5.70121656249
M85220_at,5.69948500643
HG4272-HT4542_at,5.69644525388
L48513_at,5.69583631672
AB000895_at,5.69411331729
L41067_at,5.69226444022
L31881_at,5.68777584812
HG881-HT881_at,5.68558222092
HG2280-HT2376_at,5.67999915605
D50922_at,5.67923597347
M28212_at,5.67648623614
L22206_at,5.67436271812
L42451_at,5.67310334223
X76059_at,5.6720111341
HG64-HT64_at,5.6717771557
L23852_at,5.67105088696
D63486_at,5.66975765003
U34587_at,5.66874382136
U32944_at,5.66433588521
M32313_at,5.66277892983
X85753_at,5.65454597816
U48705_rna1_s_at,5.6460333219
U25826_at,5.64269195263
U26403_at,5.63467937941
HG1869-HT1904_at,5.63453763366
D82347_at,5.62641078548
M37825_at,5.62320495377
U37690_at,5.62307179466
X83572_at,5.61896043849
U11717_s_at,5.61789423515
M68891_at,5.60873002225
S77812_at,5.60100204454
Y10260_at,5.5979300448
D87937_at,5.59482730022
L42354_at,5.59449203934
M31525_at,5.5897200975
M17252_at,5.5851440785
U50822_rna1_s_at,5.57587354584
X14329_at,5.57481739969
U33920_at,5.57120032162
X87159_at,5.57068544175
X98311_at,5.56778899506
M94167_at,5.56579790773
U84720_at,5.56232424661
Y00064_at,5.55793275389
U16660_at,5.55619696434
D87462_at,5.5517186489
L21715_at,5.54950287768
D16581_at,5.5474411414
U15177_at,5.54560769209
X69950_s_at,5.54216922233
S76617_at,5.5353969152
U42412_at,5.53523952326
U46024_at,5.53247935299
HG4027-HT4297_f_at,5.52500283881
HG1996-HT2044_at,5.52244617881
U07225_at,5.52228196458
Z26317_at,5.51642892545
S78296_at,5.51576517963
U09550_at,5.51364763893
M89796_rna1_at,5.51038275691
HG4115-HT4385_at,5.5097815929
U43519_at,5.50951850262
X94232_at,5.50432138824
U67614_at,5.50347229797
U08006_s_at,5.49890584167
X75252_at,5.49828630868
D25215_at,5.49759714338
D42039_at,5.49750668323
HG3513-HT3707_at,5.48928192909
HG3033-HT3194_at,5.48919189056
M22612_f_at,5.48806449362
D13705_s_at,5.48727218658
HG2480-HT2576_at,5.48509555411
HG651-HT5209_s_at,5.48491638328
U01038_at,5.4841274468
U18271_cds1_at,5.47620822939
U11037_at,5.47586984088
Y10032_at,5.47452352237
X68194_at,5.47307907952
Z35093_at,5.46864886293
Y09943_s_at,5.46750556142
X95384_at,5.46724104033
U55258_at,5.46464049295
X71345_f_at,5.46004292702
X85740_at,5.45824705427
M31661_at,5.45255020697
M63959_at,5.45148201578
U63455_at,5.4411908811
X70683_at,5.43352624841
Z22780_at,5.4293908288
HG945-HT945_s_at,5.42751045543
X52479_at,5.42661897107
HG315-HT315_at,5.42601796607
M17446_s_at,5.42560971827
L05628_s_at,5.42450725075
S82470_at,5.42175136341
U05255_s_at,5.41985630767
U07231_at,5.41714752257
L11369_at,5.41573265343
L11370_at,5.41033895782
U28687_at,5.40750520395
U90905_at,5.40651674658
M26730_s_at,5.40230299919
M26061_at,5.39975365443
X66610_at,5.39966572916
U07223_at,5.39733451874
X69115_at,5.39676526941
X66363_at,5.39268979248
X05908_at,5.39172408925
S65583_rna1_at,5.39097436675
U42387_at,5.38625563711
AC002115_cds4_at,5.38420638685
X75535_at,5.38392176292
Z24727_at,5.38294685265
L25851_at,5.38055643961
U53003_at,5.37419980692
M27288_at,5.37140180166
L20814_at,5.36724737898
HG1612-HT1612_at,5.36447467837
U80184_rna1_at,5.36098592722
Y10518_at,5.35244022031
U14193_at,5.35221642663
X02317_at,5.35128509261
D50911_at,5.34884989481
U43586_at,5.34776454455
AC002486_at,5.34132380452
X65873_at,5.33943335214
M96739_at,5.33824698546
D14812_at,5.33531906697
M77698_at,5.33213930084
S83513_s_at,5.32982733326
U87972_at,5.32596480454
U80669_at,5.32407401866
J03827_at,5.31795188589
D42063_at,5.31526515611
D12676_at,5.30864238059
HG4433-HT4703_at,5.30517679064
X77737_at,5.30479148307
J04501_at,5.29738142213
X83412_at,5.294659486
HG4318-HT4588_s_at,5.29049111148
U66088_at,5.28527281531
U79303_at,5.28342710991
X14690_s_at,5.28144177019
X63755_at,5.27758718751
Y08200_at,5.27677787128
X62466_at,5.26124068435
HG3998-HT4268_at,5.26088842305
X63578_rna1_at,5.25785556409
X13255_at,5.2538292673
HG406-HT406_at,5.25113754904
M86407_at,5.24928607511
M31551_s_at,5.24850055428
D78134_at,5.24724992356
U40391_rna1_at,5.24184277875
L78833_cds4_at,5.23212115189
HG3578-HT3781_at,5.22945451443
U29943_s_at,5.22754662256
U89336_cds3_at,5.22686885827
M25077_at,5.22662805166
HG3132-HT3308_at,5.22582142908
X89066_at,5.22136918428
X16546_at,5.22079919699
U49844_at,5.22046844764
U84573_at,5.21817228016
D29956_at,5.21355898014
S76475_at,5.20590528017
U58675_cds2_at,5.20475689045
U14588_at,5.20308971973
U83601_at,5.20229334843
X04898_rna1_at,5.20067180024
L25878_s_at,5.19915599925
X81479_at,5.19779623639
X12451_at,5.19319312174
U44772_at,5.19163447131
U52682_at,5.19104567683
U28043_at,5.19012171048
X89750_at,5.18833615262
U79725_at,5.18788187678
HG67-HT67_f_at,5.18783410156
U79295_at,5.1872770077
AB000462_at,5.17910072726
U89326_at,5.17830483807
U51587_at,5.17779251605
M64231_rna1_at,5.17539662654
Z23115_at,5.17304873957
M37457_s_at,5.16919053457
L37362_at,5.16684669733
M81182_s_at,5.16373964474
HG3893-HT4163_at,5.15027598815
Y00281_at,5.15004368994
X05246_at,5.1482934378
D26600_at,5.14463641927
L35545_at,5.14265876006
M14123_xpt2_at,5.1422566265
D88613_at,5.13769491907
U03100_at,5.13743254432
X80026_at,5.13720743936
M29335_at,5.13225652312
X87176_at,5.13083268682
L24470_at,5.13050059513
U90911_at,5.12734474805
X59932_s_at,5.12727629564
D80005_at,5.12537669736
U90915_at,5.12478931807
M95549_at,5.12152748683
Z46967_at,5.11894167275
Y07596_at,5.11756122687
D50310_at,5.11516905604
D87073_at,5.11469801612
L39211_at,5.11358443222
X72889_at,5.10870340083
U33837_at,5.09859876844
HG2662-HT2758_at,5.09835881187
X92972_at,5.09600554463
D90276_at,5.09438161428
U66580_at,5.09259882095
Z48511_at,5.0909210554
U57877_at,5.09010511247
M81780_cds5_at,5.08373348319
U78798_at,5.08165465919
X03072_at,5.07993838133
HG4724-HT5166_at,5.07467578784
S38953_s_at,5.07424256679
HG2604-HT2700_at,5.07113050543
K03207_f_at,5.06486421751
D89016_at,5.06443151519
X52425_at,5.06379318878
M15881_at,5.06177749526
M71243_f_at,5.05976259049
D50663_at,5.05848511633
Z83336_at,5.05563019868
L08010_at,5.05059516789
X85133_at,5.04866355762
U27193_at,5.0477265317
HG167-HT167_s_at,5.0448886047
X87241_at,5.04270987469
L13773_at,5.04069249759
U68162_cds1_s_at,5.02906659624
M82962_at,5.0288802044
X82676_at,5.02690633923
M96738_s_at,5.02438500507
U82311_at,5.02335690525
M85164_at,5.02067071961
M23254_at,5.01230690784
D26069_at,5.01220650738
X54741_at,5.0099895742
HG3123-HT3299_at,5.00614428685
K02766_at,5.00548511443
U14910_at,4.99979659036
U77845_at,4.99877417388
HG3942-HT4212_at,4.9977141716
HG982-HT982_s_at,4.9963757062
M24486_s_at,4.99499621553
U90651_at,4.99470741743
S80562_at,4.99260690832
X83618_at,4.99191915712
HG3477-HT3670_at,4.98846224541
HG3925-HT4195_s_at,4.98550066042
U37673_at,4.98421048738
M73746_s_at,4.98114236318
X07767_at,4.97945404699
X73113_at,4.97884507187
Z50194_at,4.97882806119
L04751_at,4.97481480093
X63359_at,4.97465499033
J00212_f_at,4.97032144322
X07024_at,4.96666042257
HG2190-HT2260_at,4.96121310491
M77235_at,4.95807038968
HG37-HT37_at,4.95781489063
HG3962-HT4232_at,4.95774282003
M32373_at,4.95677901732
U39657_at,4.95231997772
D85815_at,4.9516917996
D86549_at,4.95083695907
D43682_s_at,4.94943114186
U88898_r_at,4.94707752913
U59286_at,4.94225317373
HG960-HT960_at,4.94002936604
U37547_at,4.93658901273
L23116_at,4.92749572754
U38810_at,4.92221856066
D13305_at,4.9214328346
AD000092_cds7_s_at,4.91654956401
HG909-HT909_at,4.91538940163
L40397_at,4.91136607453
U63842_at,4.90995927036
X56465_at,4.90981826169
U11690_at,4.90915946359
S69272_s_at,4.90900220678
U32659_at,4.90758079498
U20428_at,4.90681379311
M15990_at,4.90382336273
D83703_at,4.89872387963
U10550_at,4.89818609743
X74301_s_at,4.89735390935
HG172-HT3924_at,4.89335311189
X91257_at,4.88700250374
M34376_s_at,4.88535329512
U86358_at,4.88438318015
D31765_at,4.87982065879
Z38133_s_at,4.8773104398
U58522_at,4.87705024301
M25809_at,4.87520917923
D85131_s_at,4.87281020467
U83600_at,4.87167661824
M96759_rna1_at,4.87066859251
Y08302_at,4.86934557623
X16560_at,4.86921581025
M80333_at,4.8680251146
X90978_at,4.8679189455
L25876_at,4.86684541057
D17390_at,4.86376206412
D87685_at,4.86328059678
S70004_at,4.86125413304
U64198_at,4.86069607754
U51920_at,4.86038150633
D25248_at,4.86028411193
Z84722_at,4.8587951639
U58681_at,4.85814928022
X15954_rna1_s_at,4.85766714851
M31328_at,4.85748012666
X16105_at,4.8561561585
X76061_at,4.85513183862
D79999_at,4.85304385446
U30998_at,4.85277859251
X67698_at,4.85041230801
U76010_at,4.8499658165
Y07829_xpt4_at,4.84940711788
M28585_f_at,4.84919576307
M82919_at,4.84706549379
X81882_at,4.84513414845
M19045_f_at,4.84078790339
X85373_at,4.83991739278
U01922_at,4.83788155554
M98343_at,4.83579489454
X57351_s_at,4.83492185002
U78876_at,4.83108784988
U30827_s_at,4.83070820575
Z22551_at,4.82861775534
U57093_at,4.82589453898
HG2707-HT2803_at,4.82179587782
D86963_at,4.81592644726
U17760_rna1_at,4.81525723221
X98482_r_at,4.81493716084
X98248_rna1_at,4.80878946451
M55047_at,4.80828861991
L40395_at,4.80819819276
D49488_at,4.8077446468
X03168_at,4.80594552506
HG830-HT830_at,4.80457908141
U32645_at,4.80361184364
X64594_at,4.80321773657
M94077_at,4.80171458485
M75126_at,4.80091578491
U34252_at,4.79804629342
U79293_at,4.79789159024
L10284_at,4.79239088414
M95925_at,4.79024774974
AF009368_at,4.78722120003
X83416_s_at,4.78592119288
AJ000099_s_at,4.78283293949
HG2348-HT2444_s_at,4.78202621851
L13977_at,4.78147969779
L40400_at,4.78046836404
M16279_at,4.77929617313
HG2149-HT2219_at,4.7770828966
X07994_at,4.77504138627
U80457_at,4.773906487
X53586_rna1_at,4.77187436605
L10405_at,4.76897524023
X72882_at,4.76859650074
X82224_at,4.76801411944
HG2987-HT3136_s_at,4.7677291221
U83598_at,4.76713018944
X62573_at,4.76579744725
U35835_s_at,4.76554484568
M29696_at,4.76548693083
HG3492-HT3686_at,4.76348648585
M31303_rna1_at,4.76250775297
D30037_at,4.75849923669
HG1595-HT4788_s_at,4.75540191806
AD000092_cds2_at,4.75431932304
X51602_at,4.75391243877
U28413_at,4.75149948538
D50405_at,4.7501345822
U19878_at,4.7415516705
S53911_at,4.73872338516
M74002_at,4.73766578556
U51586_at,4.73433823713
X86681_at,4.73421641981
L19593_at,4.73288614533
U07151_at,4.73149212181
X60992_at,4.72259343702
L14076_at,4.7222485258
X52520_at,4.72134263841
S75174_at,4.7181309055
U67934_at,4.71466172007
X13238_at,4.71354017648
U18271_cds3_s_at,4.71337494013
X59892_at,4.71259231492
HG3033-HT3194_r_at,4.70954105156
U24266_at,4.70922967773
M99063_at,4.70853668449
M31667_f_at,4.7061293977
U49250_at,4.70601036743
X63753_at,4.70414436146
HG4167-HT4437_at,4.70316639394
HG25930-HT26386_at,4.69802162561
X52947_at,4.69719427345
M29610_at,4.68901899671
S76756_s_at,4.68817763076
U36501_at,4.68759661089
AC002115_cds1_at,4.6850254863
L38935_at,4.6844553903
M69039_at,4.68245538846
X00237_at,4.68132477561
X62055_at,4.68070455742
M32879_s_at,4.67761716473
M84820_s_at,4.67676480626
X06614_at,4.67260025135
X76342_at,4.67234555619
M21624_at,4.670969462
U89336_cds8_at,4.67092049706
U13021_s_at,4.66885183443
U72512_at,4.66808673386
X72475_at,4.66683786602
D50931_at,4.66668756679
U41068_cds2_s_at,4.66658343197
X51804_at,4.66557641573
U25041_at,4.66475732202
X58022_at,4.66270726625
U61849_at,4.66228047749
M59807_at,4.6597349438
Z68193_at,4.65968238894
HG2247-HT2332_at,4.65683861026
M29386_s_at,4.65669111609
Z18948_at,4.6561547867
D45399_at,4.64913173376
U57342_at,4.64905372541
D17716_at,4.64845778516
U29195_at,4.64746601052
M60750_f_at,4.64256319315
X99886_s_at,4.63759935627
X87160_at,4.63669174719
U58658_at,4.63641170373
X87767_at,4.63627975498
U41315_rna1_s_at,4.63512040163
U79248_at,4.63407105208
AB002559_at,4.63377251184
U86602_at,4.63237169407
U09579_at,4.63180976563
U91616_at,4.63101375056
D31784_at,4.62936554248
M76482_at,4.62743476547
U52153_at,4.62442586411
L11238_s_at,4.6233113086
U01828_at,4.61962085951
S42457_at,4.61876993114
L21936_at,4.61622805822
M14660_at,4.61427043478
X83573_at,4.61031948804
HG4411-HT4681_at,4.60755983559
J05037_at,4.60725816954
D61380_at,4.6048582067
L13436_at,4.60451965818
U40434_at,4.60449482934
D50810_at,4.60088116198
HG3175-HT3352_at,4.59987667728
U93205_at,4.59693289496
S81264_s_at,4.59293297904
U46499_at,4.58982300905
U70064_s_at,4.58750950126
U63289_at,4.58721415191
U47634_at,4.58362282549
M19961_at,4.5797715002
U48231_at,4.57853853288
Z30425_at,4.57599772371
Z68129_cds1_at,4.57578393068
HG4011-HT4804_s_at,4.57572242896
U78027_rna4_at,4.57011113295
X51362_s_at,4.56502998389
X82207_at,4.55478953778
M33317_f_at,4.54836600377
U31501_at,4.54792610684
M37245_at,4.54666593039
D38751_at,4.54235587971
L48728_cds1_at,4.5414679726
X04654_s_at,4.54085853679
X62083_s_at,4.54073910666
J02758_s_at,4.54033781631
X82103_at,4.53774378169
D86550_at,4.53585492195
X59131_at,4.53575271508
D11086_at,4.53464518675
X01038_rna1_s_at,4.53283508342
U18242_at,4.53255655177
U84011_s_at,4.53145619968
M88163_at,4.53076033459
U51432_at,4.53060354996
U35113_at,4.52419046829
D00723_at,4.51888975783
X99657_at,4.51709604899
HG2239-HT2324_at,4.51357919129
Z26491_s_at,4.51170554491
U28811_at,4.51131198753
Z83805_at,4.50898863411
