Gene,T-Value for Class MED
M55047_at,5.21944615964
L11372_at,5.21427404269
D83243_at,5.20535392781
U79294_at,5.19874053728
U13044_at,5.19844154002
D15057_at,5.191580609
U71601_at,5.18816641169
L04270_at,5.18667280355
U79716_at,5.17947159973
X15187_at,5.17417067448
M65254_at,5.17020025735
M69023_at,5.16932276276
Z70222_at,5.16883354772
U63289_at,5.16571967661
U03100_at,5.15707952727
HG270-HT270_at,5.15265228873
Z68228_s_at,5.14798536828
Y00064_at,5.14647214995
X06272_at,5.14629524334
U25034_s_at,5.14624132495
L25851_at,5.14506362269
X85545_at,5.14495906628
M87339_at,5.14164250001
M74524_at,5.14113943926
D82345_at,5.14043943121
L09717_at,5.1316353654
D29963_at,5.12571746776
X13238_at,5.11860609743
U63336_at,5.11571270824
HG4334-HT4604_s_at,5.11086056887
J05249_at,5.10464927515
M34667_at,5.10006479893
D79994_at,5.09927474137
X62320_at,5.09638501883
U32849_at,5.09186271283
AB002365_at,5.09173099665
HG4036-HT4306_at,5.08697802267
L11708_at,5.07967307714
D25304_at,5.07939873081
X74301_s_at,5.0785822523
M55682_s_at,5.07766096199
X80343_at,5.07195111679
X78338_at,5.07138311135
L22009_at,5.06903034578
J04182_at,5.06836588248
U50196_at,5.06257450353
Y08766_s_at,5.04947108423
M21574_at,5.03887055422
AC002045_xpt1_at,5.03508035762
X04412_at,5.03226696777
L77567_s_at,5.03011324481
U49352_at,5.0275825775
M58525_s_at,5.01997933585
U34252_at,5.01917977698
X72841_at,5.01827314717
X81479_at,5.01627729256
U78190_rna1_at,5.0159734912
X64330_at,5.01366648921
M26880_at,5.01311918979
Y10313_at,5.01117021803
U44111_at,5.01116889876
M63959_at,5.00529055305
L10838_at,5.00431428529
M62843_at,5.00132002221
L10284_at,4.99698351918
Z47038_s_at,4.98152419966
U18009_at,4.98103915249
X99133_at,4.98043385191
U15177_at,4.97990936952
X91257_at,4.97372858926
U00968_at,4.96324672843
L33930_s_at,4.96210261604
HG67-HT67_f_at,4.95917167972
U46499_at,4.95581407665
M36067_at,4.95236010268
L31573_at,4.94851846643
HG4167-HT4437_at,4.93674813737
U03886_at,4.93475062569
M83667_rna1_s_at,4.93409223016
U29195_at,4.93390852008
D79992_at,4.93139994614
D31767_at,4.92781244468
U89336_cds1_at,4.92104425565
X80590_at,4.91692027579
U01038_at,4.91675704582
X06745_at,4.91538295251
M67468_s_at,4.91290710206
U35234_at,4.90702166723
Y13247_at,4.90560167326
X90761_at,4.90251493328
M94345_at,4.90217463825
U60115_at,4.90147359236
U58516_at,4.89190408198
U60060_at,4.89140879557
M32313_at,4.88795556066
U37673_at,4.88453156286
U78556_at,4.88045649768
U84487_at,4.87668880459
HG3987-HT4257_at,4.86560597711
L33075_at,4.86198996336
U73477_s_at,4.86084060975
M73547_at,4.85246965113
HG3565-HT3768_at,4.84736384286
M62302_at,4.84039184069
U09578_at,4.83842974595
X75756_at,4.83798105061
Z68204_at,4.82946340437
X64177_f_at,4.82926960913
X79683_s_at,4.82802979739
HG732-HT732_at,4.82667642364
Z24725_at,4.82411047831
M59488_at,4.81602835784
U66828_s_at,4.81559539751
U22897_at,4.81334953533
K02215_at,4.80571603819
X17042_at,4.80497326733
K02574_at,4.80427463571
D11428_at,4.80299949516
U02020_at,4.79880144916
U62437_at,4.79770215885
U79245_at,4.79704680836
U85193_at,4.79385545934
U90916_at,4.79011921837
D88155_s_at,4.78869736387
X73478_at,4.78673161117
D38522_at,4.78560288943
M63573_at,4.78439497816
U38896_at,4.78386945902
U28811_at,4.78333685231
M94046_at,4.77996026935
D45248_at,4.77964955741
HG4108-HT4378_at,4.778734612
S68271_s_at,4.77810420397
L11672_r_at,4.77796846189
S81003_at,4.77585552698
U14588_at,4.7742139511
U56244_at,4.7673274845
L22454_at,4.76500384219
U42408_at,4.76461412175
HG1869-HT1904_at,4.76433432538
M58509_cds1_s_at,4.76431150147
L27476_at,4.76344868077
U55054_at,4.75965221857
U70867_at,4.74401952627
D38502_at,4.74361420495
U01923_at,4.73754126401
M98343_at,4.73527990366
Z35093_at,4.72754428173
HG3921-HT4191_f_at,4.72313833955
X79067_at,4.71573004424
X03363_s_at,4.71115601952
U73379_at,4.70984841745
Z11697_at,4.70713400975
U09564_at,4.70503192662
M28713_at,4.69172744063
L05147_at,4.68919689918
X82200_at,4.67844873971
D87460_at,4.67549029925
U84540_at,4.66156857891
HG3920-HT4521_s_at,4.6550565337
L42373_at,4.65306330061
X76538_at,4.64885869091
X76732_at,4.6436910225
X64229_at,4.64214138265
X56253_rna1_at,4.63730174027
M32879_at,4.63032286578
U18271_cds1_at,4.62821234012
M23161_at,4.62693476292
U79253_at,4.62599365592
U51240_at,4.61933722789
U79259_at,4.61833887494
U44103_at,4.61631402659
U61849_at,4.61407088428
U78524_at,4.61171094393
Z29064_at,4.61082800073
D13146_cds1_at,4.60673239535
X87241_at,4.60561147012
M94151_at,4.60186738146
M63896_at,4.59997068898
X59727_at,4.59499697203
L05606_at,4.59493488424
X81003_at,4.59144824606
U13045_at,4.59028391239
D14660_at,4.58729289029
D16469_at,4.58626940415
D23662_at,4.58504606955
U26403_at,4.5798256016
HG1078-HT1078_at,4.57334653088
U00943_at,4.5701033803
X05839_rna1_s_at,4.56982375569
D90086_at,4.56577191785
K02765_at,4.56069920629
S59049_at,4.55695112737
X17093_at,4.55487260194
A28102_at,4.55451882088
U78313_at,4.54789292649
M31328_at,4.54411862152
D79996_at,4.54252513725
M58583_at,4.54132786914
U82467_at,4.54033106957
X66899_at,4.54029543863
M96740_at,4.53757023826
Z79693_s_at,4.53576677292
X97249_at,4.53528705572
D86965_at,4.53273775202
L23116_at,4.53210392503
X52151_at,4.53197537953
X05908_at,4.52802424716
M88163_at,4.52645589316
HG896-HT896_at,4.51602364206
M22348_s_at,4.51533137968
M27396_s_at,4.51474478516
L12535_at,4.51343458279
X16866_at,4.51099761016
D16581_at,4.51038838543
X51362_s_at,4.5102609136
U47101_at,4.50807647745
HG4668-HT5083_s_at,4.50614449968
U08336_at,4.50157302551
U49844_at,4.49814105101
U18932_at,4.49782358472
L13744_at,4.49682401947
Z22548_at,4.4954733214
L08424_at,4.49450611985
M34192_at,4.49325357495
X69699_at,4.48784236037
M86707_at,4.48436094552
U91931_at,4.48297082632
U24186_at,4.48226558554
U66615_at,4.48098541965
Z21507_at,4.4790738265
L38810_at,4.47625927821
D86963_at,4.47401513361
Y08765_s_at,4.46710106104
J04056_at,4.4667769912
D13720_s_at,4.46549760678
M63262_at,4.46208014832
X14085_s_at,4.46083149356
U20285_at,4.45217551382
M29386_s_at,4.44937412772
U47025_s_at,4.44346933998
X75593_at,4.44024350636
U41654_at,4.43932564998
U46024_at,4.43777019043
X82209_at,4.43664074292
U93205_at,4.43575690594
U07550_at,4.43504918471
HG3945-HT4215_at,4.43501182062
HG3405-HT3586_at,4.43494074566
U10323_at,4.43482041641
X80692_at,4.43464761573
L77213_at,4.43356228071
M74089_at,4.43344573406
D00097_s_at,4.42685283182
U37690_at,4.42445485872
X96506_s_at,4.42440000686
X54304_at,4.42398710141
U72514_at,4.42245919324
D50912_at,4.42151980003
V00594_s_at,4.41689074435
U08006_s_at,4.41345158776
L48728_cds1_at,4.41211469646
M95925_at,4.40881460287
U62317_rna3_at,4.40773068393
D13315_at,4.40768754076
M22612_f_at,4.40637803615
M29550_at,4.40031624273
U80628_at,4.3972694671
Y08200_at,4.39616823538
S69965_at,4.39503227063
L11373_at,4.39287689615
D63877_at,4.39257817273
M16652_at,4.38167572822
X59798_at,4.38107258854
X77197_at,4.38035991105
HG1071-HT1071_at,4.38012493421
M29536_at,4.3781282095
U31501_at,4.37788053581
M23892_s_at,4.37608328549
X53416_at,4.37428406751
D21261_at,4.37399100575
D85131_s_at,4.37350860991
Z49835_s_at,4.36861476112
U08854_s_at,4.36811195852
U49278_at,4.36803685979
U55853_at,4.35980783188
L34355_at,4.35872715223
U14603_at,4.35403573911
S68805_at,4.35397224454
U01147_at,4.35165845364
J03171_at,4.34983536995
U08023_at,4.34797565683
M16447_at,4.34383191903
M58378_cds1_at,4.34329268942
U40282_at,4.33920035601
D50911_at,4.33461464332
U52827_at,4.33446836353
X16666_s_at,4.33307474497
U05659_at,4.3326353703
HG3576-HT3779_f_at,4.32814057009
U40998_at,4.32675815657
U31814_at,4.32323020604
Z71460_at,4.32235969091
M36430_s_at,4.31900051154
U15590_at,4.31257161365
HG4660-HT5073_at,4.30568822038
J04469_at,4.29759975209
D42041_at,4.29351748818
U49250_at,4.2933781648
U46570_at,4.29070894512
U59058_s_at,4.28780991094
L34673_at,4.28754499268
X95648_at,4.28667218296
X84709_at,4.28658631404
U34360_at,4.28590697613
M12625_at,4.2839356092
U25182_at,4.28349204408
U42387_at,4.28171895585
U44848_at,4.28137414694
L21954_at,4.27994534732
HG4683-HT5108_s_at,4.27798982455
X82240_rna1_at,4.27758423384
M24069_at,4.27748524704
U85265_at,4.27595642276
L12701_cds2_at,4.27232476623
U82306_at,4.27186153953
D17793_at,4.26949173936
Y00636_at,4.26912708932
S74017_at,4.26887762897
D88378_at,4.26776553955
U40571_at,4.26168786163
X66141_at,4.2611476625
V00594_at,4.25836801417
U11862_s_at,4.2578246854
U00115_at,4.25758181368
S75295_at,4.25472235202
HG4102-HT4372_at,4.25404895295
U66669_at,4.24923734224
X89211_at,4.24669140027
U07223_at,4.24213809178
U04285_s_at,4.23664062348
U32944_at,4.23532716276
U40846_s_at,4.23488784144
X57346_at,4.23217064411
X14894_at,4.23134660851
U58048_at,4.22838606729
U72935_cds3_s_at,4.22699275993
HG2981-HT3125_s_at,4.22654576864
U83246_at,4.22165682529
U28369_at,4.2182903506
U67614_at,4.21574521005
M87313_s_at,4.21522906613
L40411_at,4.21020365592
M23379_at,4.20976245656
HG3549-HT3751_at,4.20876283203
X53586_rna1_at,4.20721834965
D50525_at,4.20574739936
Y00097_s_at,4.20468700873
X91117_rna1_at,4.20432556544
M35128_at,4.20223527913
HG2059-HT2114_at,4.20221252586
X14813_at,4.19959200195
U25826_at,4.19905710289
M57399_at,4.19880326251
AC002115_cds3_at,4.18852013216
Y10936_at,4.18389184338
L07633_at,4.17802899685
U85946_at,4.17744643916
AB002315_at,4.17542119377
M64571_at,4.1745376399
D28791_at,4.17403087147
HG2566-HT4867_at,4.17361991273
L25878_s_at,4.17004211797
D83703_at,4.1697601038
D25215_at,4.16783347419
U90913_at,4.167831006
HG3527-HT3721_f_at,4.16265718712
X54741_at,4.15924409162
D31762_at,4.15857264878
D86976_at,4.15561364847
D16181_at,4.1550783845
D87682_at,4.15452702466
D50919_at,4.15238743474
D87127_at,4.15145766515
L19872_at,4.14741163214
U32331_at,4.14641341896
U58087_at,4.14041393542
L06845_at,4.13917214727
U16282_at,4.137957201
X16663_at,4.13777290536
X86401_s_at,4.137722204
X89960_at,4.13588783715
L42025_rna1_at,4.13505330916
U32315_at,4.13354632347
X01715_at,4.13305754462
M14636_at,4.13078704764
H46990_at,4.12910117919
L13852_at,4.12900788924
D87120_at,4.12668970423
D21235_at,4.12390107066
X82895_at,4.12154553123
U59632_s_at,4.12049076316
U69263_at,4.12019509101
X76132_at,4.11856450512
X06614_at,4.11461222963
U22970_rna1_s_at,4.11391912818
X07767_at,4.11194369498
D29954_at,4.11155827433
U07151_at,4.11031800153
D43682_s_at,4.10761321701
L34075_at,4.10531151874
S74728_at,4.10366673737
M82809_at,4.10037681432
M37721_at,4.09913676229
M24902_at,4.09813140305
U96915_at,4.09779560484
U50146_at,4.09380141187
L18960_at,4.08849752018
U49441_at,4.08447739134
L20773_at,4.08324839356
HG2662-HT2758_at,4.08293375526
Z78289_at,4.08031923752
J05459_at,4.07949806904
U26727_at,4.07878364794
U08998_at,4.07739066681
D63882_s_at,4.07733095595
X13293_at,4.07521591601
L19437_at,4.07433549581
J04164_at,4.06500493051
L33798_at,4.06333374037
U74667_at,4.06008072328
D82344_at,4.05588580419
U65402_at,4.053373042
L76224_at,4.05336799971
X15673_s_at,4.05309138012
U77396_at,4.05271903986
U65928_at,4.05215997754
M29037_s_at,4.0513255322
Z25521_s_at,4.04689515057
V01516_f_at,4.04479709972
D29956_at,4.04407902123
AJ001421_at,4.04365317445
U71203_s_at,4.039490811
M10942_at,4.0386346683
U75968_at,4.03692396477
U57592_at,4.03507426398
D79990_at,4.03294289269
U59877_s_at,4.02966694514
U68019_at,4.02930238919
D14826_s_at,4.02859650051
X05299_at,4.02838111152
M75715_s_at,4.02666554898
U81607_at,4.02442521483
M36284_s_at,4.02387849259
D31884_at,4.01744005054
AB002366_at,4.01673906849
L42583_f_at,4.01665193131
M24594_at,4.01568267266
U63090_at,4.01196046067
X70476_at,4.01135050968
X05855_s_at,4.00691024853
L76569_at,4.00450892538
U50928_at,4.00400869804
D13631_s_at,4.0037726696
U43077_at,4.00313686323
M74491_at,3.998926156
M82882_at,3.99704963222
J04513_at,3.99599242491
D87074_at,3.99458916596
X63755_at,3.9914437342
D17570_s_at,3.9899029531
U61234_at,3.98876546296
D32050_at,3.98626548164
U69127_at,3.98403323357
L42601_f_at,3.98383336533
X66079_at,3.98356291866
D87292_at,3.98204935461
M63838_s_at,3.98099306739
U42031_at,3.98068482877
X95325_s_at,3.97822376212
J05633_at,3.9776920399
J00139_s_at,3.97687961057
M95610_at,3.97283569161
HG1879-HT1919_at,3.97097902853
J04162_at,3.97048415687
L08488_at,3.96947531198
M99436_at,3.96529905588
M69197_xpt2_s_at,3.96526724245
U68494_at,3.96356534098
U36448_at,3.96178615561
X73113_at,3.96013663124
U15932_at,3.95698241402
U96115_at,3.95669046778
M69177_at,3.95629024864
X65633_at,3.95407777908
S56151_s_at,3.95360996353
Y11710_rna1_at,3.9530438176
L40407_at,3.95071109274
X65784_s_at,3.94803173631
L26336_at,3.94536450197
L09209_s_at,3.94465637594
J03756_at,3.94450359443
X53587_at,3.94252035351
X63469_at,3.9420149944
X16832_at,3.94136068054
D63391_at,3.93718658477
D31885_at,3.93495199175
U49857_at,3.93455700313
M21154_at,3.93408503939
M97252_at,3.93388117656
X79882_at,3.93337195634
HG4113-HT4383_s_at,3.93094236261
U06632_at,3.93069088999
X76061_at,3.9301786293
HG945-HT945_s_at,3.92861767198
S45630_at,3.92756367743
U52112_rna1_at,3.9261609095
U48959_at,3.92532064296
X94754_at,3.92412165731
Y08999_at,3.9231811869
D63477_at,3.92013698592
U47621_at,3.91688400585
U79254_at,3.91675760248
M13690_s_at,3.91587673338
U90915_at,3.91576877155
X04688_at,3.91545837507
L28175_at,3.91471121042
U60062_at,3.91083861077
X82676_at,3.90889007372
M94362_at,3.90427627387
U65533_s_at,3.90422638255
U48408_at,3.90242204478
S71018_at,3.89659543617
D13168_at,3.89573798191
U52522_at,3.89526964497
U07358_at,3.89499803858
J05614_at,3.89457336148
Y00318_at,3.89397959729
D87075_at,3.89030097887
AJ000480_at,3.89000905658
U61734_s_at,3.88775654786
M76559_at,3.88671367511
U67171_at,3.8865713646
U49065_at,3.88463372142
D16688_s_at,3.88141709301
X66401_cds1_at,3.88044442153
M29877_at,3.87939805369
L07540_at,3.87862610582
D49489_at,3.87646552001
X55740_at,3.87516483867
M34539_at,3.87377825954
L27943_at,3.87081603309
L21893_at,3.87045816689
X80923_at,3.8691028727
L12052_at,3.86898408515
D87470_at,3.86862308722
X83543_at,3.86666245105
U09848_at,3.86644832055
U22376_cds2_s_at,3.8660432515
HG830-HT830_at,3.86470511471
X82324_at,3.86164366871
D86978_at,3.85946649574
X98172_at,3.85470457046
X99393_s_at,3.85377277851
X87160_at,3.85030097602
X54232_at,3.84820575818
U79271_at,3.84791957881
U90911_at,3.84384920482
D00860_at,3.84273115166
U49260_at,3.8413496348
U67611_at,3.84010882433
M54927_at,3.83826969925
D13705_s_at,3.8366285154
U41515_at,3.83555908989
Y00264_at,3.83520913318
X66945_at,3.83346094957
X86779_at,3.83250113012
U51586_at,3.8312903945
U48250_at,3.8287748903
M93650_at,3.82835749399
X55079_rna1_at,3.82790990801
L42243_cds1_at,3.82747015843
U61374_at,3.82675101904
M11119_at,3.82588807089
D38583_at,3.82578836952
U64863_at,3.82425002746
J03930_at,3.82410565552
AB000896_at,3.82374248993
U79265_at,3.82307587021
HG982-HT982_s_at,3.82253148818
M33195_at,3.82126500803
S57132_s_at,3.81717798539
D29810_at,3.81633061927
Z46629_at,3.81556021198
M33600_f_at,3.81489211713
M91196_at,3.814615564
L38486_at,3.8130647552
X13546_rna1_at,3.81023668413
U09410_at,3.80872062164
Y00282_at,3.80824517772
U18671_rna1_at,3.80790729772
HG3546-HT3744_s_at,3.80782032688
HG3255-HT3432_at,3.80506387577
M75099_at,3.8032246595
X51952_xpt1_at,3.80161472819
L38608_at,3.80005041371
X84740_at,3.79989264879
D21255_at,3.79972814358
X91788_at,3.79971907468
HG620-HT620_at,3.7996602298
U09413_at,3.79961689714
X06290_at,3.79936182337
L78440_at,3.79317871532
X91911_s_at,3.79117563667
L12168_at,3.79077214796
X69116_s_at,3.7879428098
U41518_at,3.78434339696
U49187_at,3.78418556621
D00017_at,3.78063384159
L22005_at,3.77988096909
X05323_at,3.77755637367
D82060_at,3.77719503738
M64347_at,3.7771406703
U20350_at,3.77650006096
J03040_at,3.77546254606
K03430_at,3.77519844964
D50930_at,3.77493733513
X83368_at,3.7748728736
U07000_cds4_at,3.76871944657
X87871_s_at,3.76817877365
L41939_at,3.76632476324
U64198_at,3.76575918901
X87838_at,3.76136164898
L40391_at,3.75958449602
X71345_f_at,3.75806327309
U16660_at,3.75794676109
U53225_at,3.75759079722
Z11559_at,3.75478546396
M75106_at,3.75458861139
X99584_at,3.75330340042
U05572_s_at,3.75286739213
M76558_at,3.75204335864
U35005_s_at,3.75169268885
L00022_s_at,3.75142768986
U52153_at,3.74881761776
L06132_at,3.74763742555
U26424_at,3.74582907481
X03663_at,3.74399233654
U02680_at,3.74391944054
U02493_at,3.74344654085
X51345_at,3.74339111376
U37122_at,3.74243997261
J03805_s_at,3.74111696187
X79204_at,3.73691937173
X55448_cds2_at,3.73665249897
D86096_cds3_at,3.73636680226
U07158_at,3.73536909965
J04058_at,3.73331772845
U44059_at,3.73104883121
X81882_at,3.73089987947
M13241_at,3.73063418905
J03600_at,3.72872268659
HG3227-HT3404_at,3.72757797153
S77812_at,3.7274055531
Z25884_at,3.72541563165
U28131_at,3.72351841933
X59932_s_at,3.72059464965
M81650_rna1_at,3.72041715627
M36205_at,3.72029985662
U43083_at,3.72028998695
M94547_at,3.71604175766
M18079_at,3.71278110231
U07231_at,3.70995169621
U39657_at,3.70846345957
S81914_at,3.70789437557
M33308_at,3.7076484299
M62397_at,3.70682424559
L76191_at,3.70452202343
Y08374_rna1_at,3.70262992966
Z24727_at,3.70117493246
D11139_at,3.70022214638
U05875_at,3.69972035069
S78569_at,3.69874240599
M15881_at,3.69303167119
M24398_at,3.69276422481
Z48541_at,3.69222871633
X85750_at,3.69120700907
U50523_at,3.69068153249
U40317_s_at,3.68994004883
M26730_s_at,3.68955551213
U73960_at,3.68877035971
HG3995-HT4265_at,3.68565282089
L21993_at,3.68532719774
U29607_at,3.68530994738
D38163_s_at,3.68523938436
L07738_at,3.68496126858
U87972_at,3.6827131397
X05196_at,3.68089440061
X76105_at,3.68031631821
Z23064_at,3.68010387758
M95178_at,3.67506144568
