Gene,T-Value for Class RHB
AB000410_s_at,5.15486548341
D88270_at,5.14868057481
U96781_cds1_at,5.14749002054
X57351_s_at,5.1467285766
D86985_at,5.1405612527
X05309_at,5.13980082715
L25085_at,5.13436125966
U59736_at,5.116785818
HG909-HT909_at,5.11618160413
M37457_s_at,5.11465291072
Y10202_at,5.11343657649
U59057_at,5.11279316182
M93107_at,5.11233912533
X05276_at,5.11068537634
U04840_at,5.09679552403
U15932_at,5.08940550697
HG2279-HT2375_at,5.0853530584
U58334_at,5.08472775261
Y09836_at,5.08254656336
X61373_at,5.07540281955
L18972_at,5.07455965322
X72308_at,5.06970569367
D11139_at,5.06103559071
U32944_at,5.06067625264
X80590_at,5.05855376297
M61906_at,5.05695150069
M10943_at,5.04636052244
HG2662-HT2758_at,5.04606614343
U12387_s_at,5.0460094796
X79683_s_at,5.03993392447
M15205_at,5.03929386934
L31573_at,5.03867701393
X15954_rna1_s_at,5.03003006947
X77588_s_at,5.02310689726
HG960-HT960_at,5.01997042735
L11373_at,5.01128015781
L25119_at,5.00956514292
X91648_at,5.00203466914
U73843_at,5.00060190936
X85785_rna1_at,4.99892314256
L38951_at,4.99417756063
L38025_at,4.98580808097
U49441_at,4.98236021063
Y00282_at,4.98168654903
L76224_at,4.98124258104
U41387_at,4.98123391338
U61836_at,4.98045559871
M33318_r_at,4.97753878516
AB003177_at,4.97260166272
D26018_at,4.97254460199
S75295_at,4.97027845552
S76965_at,4.96715262339
X83412_at,4.9632011992
U79262_at,4.96157509152
L13744_at,4.95016315334
U09002_at,4.93953491375
U33017_at,4.93722624992
U37673_at,4.93540825051
Y00433_at,4.93372471607
AB005535_s_at,4.93324947741
U28131_at,4.93192287747
Z49835_s_at,4.9294217087
X81438_at,4.91928169287
X52851_rna1_at,4.91449541235
M94151_at,4.91426142207
U63842_at,4.91333123302
HG3921-HT4191_f_at,4.91273182726
L35263_at,4.9124115748
M13981_at,4.91154140172
X76057_at,4.90656180816
HG1751-HT1768_at,4.90500884427
M17254_s_at,4.90168353926
U09087_s_at,4.90013776584
HG4318-HT4588_s_at,4.89890872032
X59932_s_at,4.89199670595
U26403_at,4.88837114605
U66580_at,4.88680437677
D38498_f_at,4.88516275608
D76435_at,4.88325702311
J03260_s_at,4.88109753989
U60116_at,4.87903888996
X75958_at,4.8788485865
K03515_at,4.86501972526
S83308_at,4.85940347882
X17567_s_at,4.85289081837
Z71460_at,4.85199828059
HG2314-HT2410_at,4.84793128866
U82306_at,4.84574044757
M16405_at,4.84487148609
X89960_at,4.84129518815
X07109_at,4.83954579165
M18079_at,4.83862970169
D49354_s_at,4.83479222883
X94628_rna1_s_at,4.83440815626
L18983_at,4.83374799075
M68941_at,4.8271766222
D14520_at,4.82229540336
D31883_at,4.81650277781
Z48481_at,4.81423684547
M91029_cds2_at,4.81421272551
U58681_at,4.81302237617
U07158_at,4.81054159171
HG1471-HT3923_s_at,4.80953288349
X98296_at,4.80705783248
S77361_at,4.80268838583
D42084_at,4.80151820694
U68030_at,4.79894223265
Z16411_s_at,4.79859679832
HG831-HT831_at,4.79788995798
U28386_at,4.7934059088
X52730_rna1_at,4.79244502719
S81003_at,4.78754877353
U78027_rna3_at,4.78706634367
M91463_rna1_at,4.78283891848
U33267_at,4.77891730665
D79983_at,4.77832998944
U63295_at,4.77597526651
L06505_at,4.77170722319
M23114_at,4.76786506441
U29700_at,4.76562569392
U35246_at,4.76414232129
D50310_at,4.76376176196
X73882_at,4.76068346667
M14113_at,4.74955075588
U21858_at,4.74204762556
X68264_rna1_at,4.74189299531
U48231_at,4.74065069588
M14123_xpt4_at,4.74041101191
U79303_at,4.73283641191
X59131_at,4.73158515307
U82818_at,4.71854112569
M21056_at,4.71844003011
D00762_at,4.71658344093
L22206_at,4.71416341636
U80184_rna1_at,4.71392122212
D63476_at,4.70952542368
X56465_at,4.70654208082
D87682_at,4.6992668304
L09753_at,4.69551040851
D21241_xpt1_s_at,4.69409308919
U14968_at,4.69377466646
X05196_at,4.68933592671
D87434_at,4.68568652025
X04688_at,4.68440599818
U29091_at,4.68146278871
X79353_at,4.68051017247
K03008_cds1_at,4.67997334874
X89059_at,4.67460834882
D23662_at,4.67067044676
U24576_at,4.66882841339
U61500_at,4.66829943731
X99209_at,4.66632967405
L35475_at,4.66561651113
X77584_at,4.66514027957
M93718_at,4.66168349024
S71129_at,4.66158889041
X76770_at,4.65954498632
X55885_at,4.65197128785
U50534_at,4.65051848413
U28686_at,4.65013278634
U92436_at,4.6486653971
U11872_at,4.64817936108
M63379_at,4.64664910297
U17886_at,4.64591500318
L27706_at,4.63906976199
L11931_at,4.63893548339
U26173_s_at,4.63845456813
L25080_at,4.63095465881
K02215_at,4.62771191514
U32331_at,4.62031395729
M57763_at,4.61952789898
U61145_at,4.61695574733
D83407_at,4.60287197118
Z00010_at,4.60189487663
L12535_at,4.60101482768
M67468_s_at,4.59280685067
Z29331_at,4.58677618395
D86958_at,4.58578734153
U02619_at,4.58518794999
X14894_at,4.58301920921
U82310_at,4.57666935066
U07424_at,4.57366744234
X60036_at,4.57040805255
Z69915_at,4.56973463576
Y10260_at,4.56971873551
U82010_rna1_at,4.56706878773
M98528_at,4.5663132123
M22382_at,4.55996754398
L11708_at,4.55733563007
X71135_at,4.55672054195
M11726_at,4.55661874255
U40705_at,4.54687021621
U95020_at,4.54666413796
L07765_at,4.54455718062
X04898_rna1_at,4.54185959183
U50062_at,4.5415568391
D63861_s_at,4.53808837604
X53777_at,4.53683026916
D78134_at,4.5367929984
M55409_s_at,4.53639518408
X04143_at,4.53583911181
HG3236-HT3413_f_at,4.53276483142
H46990_at,4.52531117488
U73304_rna1_at,4.5252818364
U50743_at,4.52486783795
HG830-HT830_at,4.52336349468
X15722_at,4.52041659044
M18255_cds2_s_at,4.51841427624
M69039_at,4.51803654137
M95925_at,4.51493586885
M74715_s_at,4.50915809861
U47634_at,4.50127794083
U20230_at,4.5011206852
D16688_s_at,4.50059994344
X72882_at,4.49858095157
L40933_at,4.49635955382
J05096_rna1_at,4.49627957747
D00763_at,4.49524416803
Z73497_at,4.49357508819
M60858_rna1_at,4.48768115183
U32315_at,4.48735246888
M21934_at,4.48547609021
V00551_f_at,4.47579925043
M34041_at,4.47396157166
Y11710_rna1_at,4.47394066673
D87440_at,4.47274496645
M59829_at,4.47192795481
J00148_cds2_f_at,4.47110048532
HG1612-HT1612_at,4.47069785462
X99133_at,4.47060115658
U69546_at,4.46492129115
M55047_at,4.46377025843
U78180_at,4.46186716944
U64871_at,4.46110870158
M92424_at,4.45490842389
U76010_at,4.44650127041
M96738_s_at,4.44404403712
S68805_at,4.44156161764
U80987_s_at,4.44013158642
D87074_at,4.43941390759
X07979_at,4.43610493158
X97160_rna1_at,4.43358517446
U27333_at,4.43161745598
U09848_at,4.42254670665
X69878_at,4.41889221451
Z18948_at,4.41770590478
L37868_s_at,4.4164459606
M10901_at,4.41426144743
M58583_at,4.41367822499
X13810_s_at,4.41366082923
M63175_at,4.41163714829
D31716_at,4.41007072324
X72632_s_at,4.40916116964
U05875_at,4.40686100748
M24902_at,4.40639710589
L10844_at,4.40634599721
M21624_at,4.40298531827
D17716_at,4.40263873125
U36448_at,4.40182649683
U09860_at,4.40043873648
X87767_at,4.39539363858
HG4312-HT4582_s_at,4.39474579286
U49742_at,4.39108480988
U75276_s_at,4.38612596036
L15440_at,4.38294819926
M31328_at,4.3829214385
X14253_s_at,4.38290964852
X62320_at,4.38017380136
S72370_at,4.37820314098
X99657_at,4.37799120043
X99687_at,4.37584416481
M16276_at,4.37171615538
L17327_at,4.37056806862
U47025_s_at,4.36464763591
M12174_at,4.36387831132
X52221_at,4.36298778943
U53786_at,4.36253020999
U52522_at,4.35699524524
M29536_at,4.35622752216
M82919_at,4.35586085516
L05424_cds2_at,4.35532162471
U71601_at,4.35517425936
U77948_at,4.35393000088
X80692_at,4.35034282049
X06290_at,4.35020435958
D21090_at,4.34203221326
S75174_at,4.34135446164
J04152_rna1_s_at,4.34121478541
U85943_at,4.33861891603
Z80783_at,4.33317657508
X54741_at,4.33165589817
L20860_at,4.33143150832
U50079_s_at,4.32889968374
U53442_at,4.32577465487
S77393_at,4.3247374312
L77213_at,4.32404496353
AF002224_at,4.32348980312
Y09216_at,4.32334640862
HG3731-HT4001_r_at,4.31446583156
HG4272-HT4542_at,4.31366085014
U50527_s_at,4.31280470035
M96740_at,4.31224904859
X12433_at,4.31010743114
HG919-HT919_at,4.30994031613
D29012_at,4.30670068045
L13738_at,4.3041376678
M96684_at,4.30158633658
U77970_at,4.30032145105
U09411_at,4.29845686875
L12701_cds2_at,4.29812153913
D26599_at,4.297390276
M31013_at,4.29709031389
M62397_at,4.29168469664
X06389_at,4.29055498046
M27436_s_at,4.29022443263
M63582_at,4.2893666064
D43638_at,4.28909299296
U67614_at,4.28899597727
U63289_at,4.28305128678
S76992_at,4.28006124185
HG2841-HT2970_at,4.27196831964
L21715_at,4.26918348802
U38896_at,4.26721341177
HG2007-HT2056_s_at,4.26716154701
X94910_at,4.26318660267
D31815_at,4.26296287941
X07619_s_at,4.25954958637
U40998_at,4.25684887803
U13022_at,4.25680864947
S77576_at,4.25229243612
HG2689-HT2785_at,4.24590661722
D80006_at,4.24561876813
Z50853_at,4.24459259033
X62654_rna1_at,4.24132928499
U34038_at,4.24116637433
X80923_at,4.23927228783
Z22780_at,4.23629263533
X68733_rna1_at,4.23226419137
L28175_at,4.23107272353
Y00064_at,4.23047405736
U05237_at,4.22824262791
U03905_at,4.22645878185
U41344_at,4.22333507515
U87460_at,4.21990214596
X99325_at,4.21934545341
U09413_at,4.21833955246
X52979_rna1_s_at,4.21715221908
L48546_at,4.21695084564
D14889_at,4.21547476759
U81006_at,4.21418508608
U33052_s_at,4.21259193003
X79204_at,4.21095427685
L14778_s_at,4.2076582311
U24186_at,4.20320352556
S76473_s_at,4.20262879417
X95586_at,4.20119455534
U10991_at,4.19942688686
X76013_at,4.19941453661
U13220_at,4.19155731607
D78012_at,4.19144691295
D90042_at,4.19078697459
M13149_at,4.1905811628
D38251_s_at,4.1877693424
U42408_at,4.1862095905
M24069_at,4.18503274396
M99435_at,4.17761626819
S66427_at,4.17542720337
X52943_at,4.17479185317
M74509_s_at,4.1742070127
S67070_at,4.16826971112
HG315-HT315_at,4.16826271794
M59916_at,4.16362807854
U32659_at,4.16299529624
U52827_at,4.1613949367
M61176_at,4.1607106373
X82103_at,4.15987878659
U39657_at,4.15536055039
L22214_at,4.15204615336
D43949_at,4.15085503441
HG3513-HT3707_at,4.14864240972
U19107_rna1_at,4.14860158021
X94453_at,4.14811236309
X90978_at,4.14727411722
HG3400-HT3579_at,4.1470035711
D17427_at,4.14398917296
X83492_at,4.14396851232
J03778_s_at,4.14387254455
M19508_xpt3_s_at,4.14367041895
AF009301_at,4.14197227574
M88458_at,4.14045285636
D87078_at,4.13998225028
U78521_at,4.1378480751
HG1078-HT1078_at,4.13396728004
Y13618_at,4.13361704223
X94232_at,4.12719996785
U65406_rna4_at,4.12568808449
X83618_at,4.12325312091
M12125_at,4.1219919295
U70660_at,4.12015960815
X06182_s_at,4.11925971427
X04571_at,4.11717956183
X84373_at,4.11703004378
M30185_at,4.11207393837
L35253_s_at,4.11035979685
X86371_s_at,4.10666292049
M36118_s_at,4.10239704454
D31763_at,4.10188891939
M29335_at,4.10145372455
X06323_at,4.09943248441
U49250_at,4.09713788052
U30888_at,4.09582839311
M62302_at,4.0956894635
X51362_s_at,4.09184648779
Z28407_at,4.09033573308
U52153_at,4.08867636539
M15856_at,4.08441940243
HG2149-HT2219_at,4.0812605554
M73481_at,4.08121050292
D32202_at,4.07995231144
M80333_at,4.07782029152
U49065_at,4.0774138186
M16801_at,4.07738867973
U79667_s_at,4.07617441978
U26266_s_at,4.07584673198
U76456_at,4.07074003265
D86965_at,4.06686626914
U17894_at,4.06454545301
X58401_at,4.06369144144
U68105_s_at,4.06219159413
X96969_at,4.06035919666
U13369_at,4.05998141105
U79751_at,4.05898482467
M83308_at,4.05825076378
U46116_at,4.05616346735
U09813_at,4.05538541842
J02883_at,4.05326964682
X86401_s_at,4.05316342476
D28473_s_at,4.05278538302
L06797_s_at,4.05271458611
M87499_at,4.05190165055
X66276_s_at,4.05162950751
X83543_at,4.05159700442
U16954_at,4.05112507827
HG2171-HT2241_at,4.04981093133
D43950_at,4.04869884194
M17252_at,4.04700345792
M28214_at,4.04700291675
HG2936-HT3080_at,4.04632037623
U38904_at,4.04574082082
U68385_at,4.04537219993
M77232_rna1_at,4.04307583048
L09260_at,4.04119415075
L36818_at,4.03743662796
L34587_at,4.03585423452
Z49148_s_at,4.03264284061
HG3426-HT3610_s_at,4.03022266803
U65928_at,4.02717484207
HG2171-HT2241_r_at,4.02510896562
U30998_at,4.02406716181
HG4411-HT4681_at,4.01392307472
U16861_at,4.01225819143
D29958_at,4.01175636806
S72904_at,4.01046955099
M90820_at,4.0086581415
U12465_at,4.00807356486
M21985_at,4.00739761707
HG2707-HT2803_at,4.00590773124
M17446_s_at,4.0058703378
M11433_at,4.00581082319
HG620-HT620_at,4.00475315137
D25539_at,4.00348352569
D87463_at,4.00237228348
M83751_at,4.00219033644
L11702_at,4.00001125456
M24248_at,3.99912151597
U61849_at,3.99900836382
D79991_at,3.99830244415
D86096_cds3_at,3.99595725492
D79205_at,3.99326303628
M34344_at,3.99238526353
D25547_at,3.99137316126
U53174_at,3.98923153767
L33801_at,3.98671053297
D13315_at,3.9857954297
U96115_at,3.98310590639
X56692_at,3.98264094007
D80011_at,3.97736828122
X98001_at,3.97417431922
U89336_cds7_at,3.97302520507
U54644_s_at,3.9715675916
L41067_at,3.96012230719
U22377_at,3.95534452941
K02100_at,3.95310055673
U01120_at,3.95263514698
M59815_at,3.95181821605
M14636_at,3.95151143065
Z80780_f_at,3.95101616519
U62801_at,3.95090749929
X86428_s_at,3.95036890322
M13150_s_at,3.94846528083
U33839_at,3.940849411
Z26256_at,3.93880649541
M95585_s_at,3.93846295458
U43885_at,3.93785141636
J04760_at,3.93679176176
HG3992-HT4262_at,3.93359807217
L20469_s_at,3.92963518698
U48936_at,3.92797583199
U16126_at,3.92707660921
D49489_at,3.92660056603
L08010_at,3.92592680665
L34600_at,3.92533930951
Z19585_at,3.92211319618
L07648_at,3.92073293029
U52077_s_at,3.91948388906
X80198_at,3.91515605842
J03600_at,3.91387309593
Y08614_at,3.912358361
X07618_s_at,3.91156284653
M14123_xpt2_at,3.91043740224
X97335_at,3.90738300852
HG1153-HT1153_at,3.90708348616
U39576_at,3.90593732197
U92971_at,3.90371418775
X85740_at,3.90254593792
U47928_at,3.90211502531
X65724_at,3.90105986377
U18244_at,3.89729253941
L07044_at,3.8964742401
L15344_at,3.89439609396
HG3405-HT3586_at,3.89377618896
S78187_at,3.89365539613
D87453_at,3.8922975382
D83243_at,3.89077134523
L11369_at,3.88852853481
X75342_at,3.88824006784
HG3104-HT3280_at,3.88815092754
U64198_at,3.88709183671
X99393_s_at,3.88653671318
X90846_at,3.8863389765
U18009_at,3.88590369549
L24559_at,3.88566982466
HG2161-HT2231_at,3.8843004937
X75755_rna1_s_at,3.88427201029
X91348_at,3.88394179798
U62961_at,3.87836161726
U84551_cds2_at,3.87249912098
D63412_at,3.86884777505
X55019_s_at,3.868829331
D86096_cds6_at,3.86834010599
M85247_at,3.86308572465
D83703_at,3.86302977306
X52011_at,3.86150569022
U90304_at,3.86098044755
D61380_at,3.86017584972
S43646_at,3.85733764103
U15655_at,3.85394454514
X14008_rna1_f_at,3.85385367846
Z80776_at,3.85359877848
D86970_at,3.85190183043
D49410_at,3.85009293557
U16799_s_at,3.84535347831
L05512_at,3.84358284735
M23613_at,3.83962070971
HG3989-HT4259_at,3.83794895232
X99296_xpt1_at,3.83392732861
D64142_at,3.83349707989
U90916_at,3.83029823088
D31886_at,3.82969653758
X53587_at,3.82949967803
D26068_at,3.82752958805
J05252_s_at,3.82747560683
M59911_at,3.82713326332
D14878_at,3.82521854926
M14200_rna1_at,3.82370828562
U12139_at,3.8224969031
U05659_at,3.82199509908
X60489_at,3.82125921206
U92015_at,3.81537105897
S38953_s_at,3.81305720899
S83364_at,3.81293117243
M29971_at,3.81291077484
D13748_at,3.80865734852
J02906_at,3.80828200165
M13994_s_at,3.80788771016
L42452_at,3.80741446932
AF000545_at,3.80714219573
HG4390-HT4660_at,3.80693876883
D13630_at,3.80650066289
U70867_at,3.80618591102
U79274_at,3.80460941991
L34219_at,3.80404159115
U57721_at,3.80295348157
U03398_at,3.7995313091
M16474_s_at,3.79712207127
D21239_at,3.79586774894
U11791_at,3.79489184648
U60800_at,3.79234219652
D49400_at,3.79062869155
L06419_at,3.79029786424
HG3994-HT4264_at,3.78985317649
Z22951_rna1_s_at,3.78928331323
U81556_at,3.78871982043
L29217_at,3.78853299091
D29013_at,3.78627884006
M32373_at,3.78463616065
L20321_at,3.78281851362
X52009_s_at,3.77366011611
L36645_at,3.76979665472
L29008_at,3.76940138899
U22055_at,3.76877080845
D42123_at,3.76731446871
X85750_at,3.76644211399
U72517_at,3.75738113099
U79725_at,3.74717331576
Z19002_at,3.74704280941
HG732-HT732_at,3.74595007578
U43408_at,3.74449431336
U03642_at,3.74423049204
X13839_at,3.74406493278
U51333_s_at,3.74384287565
U67934_at,3.74342480715
D87445_at,3.74288487114
D16181_at,3.73829677974
M55513_s_at,3.73714685323
J02783_at,3.73547790277
U07969_s_at,3.7342914529
M31627_at,3.73322590401
D38502_at,3.72985077619
D16562_at,3.72856388247
D90282_at,3.72814573983
X63578_rna1_at,3.72733549511
L20971_at,3.72580928432
U91931_at,3.7243920971
HG4027-HT4297_f_at,3.723112488
U58046_s_at,3.72266680135
X13227_at,3.72259795455
X90761_at,3.72200809571
U82535_at,3.7219278199
U67122_s_at,3.7201740004
X07173_at,3.71911726935
M34181_at,3.71882738746
J04990_at,3.71715319765
M21305_at,3.7154548605
HG3162-HT3339_at,3.71515022738
U07000_cds4_at,3.71477155157
M32879_at,3.71351219903
HG2059-HT2114_at,3.71298799166
Y08265_s_at,3.71218084707
X53793_at,3.71179406172
X92368_at,3.71007995326
D38048_at,3.70977699525
X07438_s_at,3.70936768702
X72727_at,3.70833656884
HG4051-HT4321_at,3.70505708196
M29277_at,3.70353167587
X70040_at,3.7022768456
X92762_at,3.70117906906
X81479_at,3.69570703047
HG4542-HT4947_at,3.69501257964
Z83336_at,3.69478150636
U07223_at,3.69173166041
Z15005_at,3.69111235203
X79234_at,3.69105186706
M15661_at,3.68789978975
X95406_at,3.68687671363
L40366_at,3.68451596479
U82313_at,3.68193852895
X15675_at,3.68181427309
J02843_at,3.6807915757
D78586_at,3.68079036719
L40636_at,3.67626205923
U07225_at,3.67511855175
X92715_at,3.6735296765
X16666_s_at,3.67169277085
D50922_at,3.67086172569
M69177_at,3.67080037344
M15517_cds3_s_at,3.67054385004
HG3748-HT4018_at,3.67024810125
M37435_at,3.6693074702
HG2709-HT2805_at,3.66894197473
L22454_at,3.66881344869
D85815_at,3.66880774123
D82348_at,3.66819171171
U50315_at,3.66715920797
U66616_at,3.66385313055
L07633_at,3.66173664198
Z37166_at,3.66130272375
L37043_at,3.66076325382
U71207_at,3.66034306479
AB002533_at,3.65830701528
L20773_at,3.65710754006
L41668_rna1_at,3.65522944205
U00946_at,3.65446981937
M96759_rna1_at,3.65304426812
L48728_cds1_at,3.6502900794
S85655_at,3.64960532888
U56637_at,3.64879887184
X93511_s_at,3.6475472205
U45975_at,3.64595062216
M81650_rna1_at,3.64472189006
U37352_at,3.64388237611
X95826_at,3.64161691009
X53800_s_at,3.63798159083
X58723_at,3.63551162028
D38449_at,3.63509231735
HG662-HT662_at,3.63296777395
J05016_rna1_s_at,3.62811118033
M94893_at,3.62641799055
M64752_at,3.625649286
X66079_at,3.62491196197
U69611_at,3.6243854945
M84820_s_at,3.62278262633
D42043_at,3.62131992289
U47931_at,3.62092985991
M90656_at,3.61702994788
HG2417-HT2513_at,3.61461852757
M64992_at,3.61316179994
U40279_at,3.61290454198
M95623_cds1_at,3.61225988658
V00533_rna1_f_at,3.60891434884
HG3987-HT4257_at,3.60848253279
J04469_at,3.60642117893
L36644_at,3.60590765526
U36764_at,3.60551196324
U23430_s_at,3.60479223316
